type,survey_year,transect_number,taxa_code,scientific_name,pct_cover,zone
Phyllospadix,2016,4,SAND,Sand,3,Zone I
Phyllospadix,2016,3,OTHRED,Other red algae,21,Zone I
Phyllospadix,2016,3,PHYALL,Phyllospadix spp,76,Zone I
Phyllospadix,2016,3,SAND,Sand,3,Zone I
Phyllospadix,2017,3,ARTCOR,Articulated corallines,9,Zone I
Phyllospadix,2017,3,OTHRED,Other red algae,12,Zone I
Phyllospadix,2017,3,PHYALL,Phyllospadix spp,76,Zone I
Phyllospadix,2017,3,SAND,Sand,2,Zone I
Phyllospadix,2017,4,ARTCOR,Articulated corallines,2,Zone I
Phyllospadix,2017,4,EGRMEN,Egregia menziesii,5,Zone I
Phyllospadix,2017,4,OTHRED,Other red algae,1,Zone I
Phyllospadix,2017,4,PHYALL,Phyllospadix spp,89,Zone I
Phyllospadix,2017,4,ROCK,Bare rock,2,Zone I
Phyllospadix,2017,4,SAND,Sand,1,Zone I
Phyllospadix,2019,3,ARTCOR,Articulated corallines,6,Zone I
Phyllospadix,2019,3,OTHRED,Other red algae,27,Zone I
Phyllospadix,2019,3,PHYALL,Phyllospadix spp,62,Zone I
Phyllospadix,2019,3,ROCK,Bare rock,2,Zone I
Phyllospadix,2019,3,SAND,Sand,3,Zone I
Phyllospadix,2019,4,ARTCOR,Articulated corallines,2,Zone I
Phyllospadix,2019,4,OTHRED,Other red algae,6,Zone I
Phyllospadix,2019,4,PHYALL,Phyllospadix spp,87,Zone I
Phyllospadix,2019,4,SAND,Sand,5,Zone I
Phyllospadix,2020,3,ARTCOR,Articulated corallines,6,Zone I
Phyllospadix,2020,3,OTHRED,Other red algae,21,Zone I
Phyllospadix,2020,3,PHYALL,Phyllospadix spp,63,Zone I
Phyllospadix,2020,3,ROCK,Bare rock,3,Zone I
Phyllospadix,2020,3,SAND,Sand,7.000000000000001,Zone I
Phyllospadix,2020,4,ARTCOR,Articulated corallines,3,Zone I
Phyllospadix,2020,4,CRUCOR,Crustose corallines,1,Zone I
Phyllospadix,2020,4,OTHRED,Other red algae,11,Zone I
Phyllospadix,2020,4,PHYALL,Phyllospadix spp,78,Zone I
Phyllospadix,2020,4,ROCK,Bare rock,2,Zone I
Phyllospadix,2020,4,SAND,Sand,5,Zone I
Phyllospadix,2021,3,ARTCOR,Articulated corallines,1,Zone I
Phyllospadix,2021,3,OTHRED,Other red algae,28.000000000000004,Zone I
Phyllospadix,2021,3,PHYALL,Phyllospadix spp,67,Zone I
Phyllospadix,2021,3,ROCK,Bare rock,2,Zone I
Phyllospadix,2021,3,SAND,Sand,1,Zone I
Phyllospadix,2021,4,ARTCOR,Articulated corallines,3,Zone I
Phyllospadix,2021,4,OTHRED,Other red algae,20,Zone I
Phyllospadix,2021,4,PHYALL,Phyllospadix spp,69,Zone I
Phyllospadix,2021,4,SAND,Sand,4,Zone I
Red algae,1990,2,EGRMEN,Egregia menziesii,0.2,Zone I
Red algae,1990,2,PHYALL,Phyllospadix spp,27.6,Zone I
Red algae,1991,2,EGRMEN,Egregia menziesii,2.8000000000000003,Zone I
Red algae,1991,2,PHYALL,Phyllospadix spp,28.299999999999997,Zone I
Red algae,1992,2,EGRMEN,Egregia menziesii,0.2,Zone I
Red algae,1992,2,PHYALL,Phyllospadix spp,32.800000000000004,Zone I
Red algae,1993,2,EGRMEN,Egregia menziesii,7.1,Zone I
Red algae,1993,2,PHYALL,Phyllospadix spp,31.6,Zone I
Red algae,1993,2,SARMUT,Sargassum muticum,1.5,Zone I
Red algae,1994,2,EGRMEN,Egregia menziesii,0.3,Zone I
Red algae,1994,2,HALCYS,Halidrys dioica/cystoseira spp,0.8,Zone I
Red algae,1994,2,PHYALL,Phyllospadix spp,40.1,Zone I
Red algae,1995,2,EGRMEN,Egregia menziesii,3.3000000000000003,Zone I
Red algae,1995,2,PHYALL,Phyllospadix spp,38.6,Zone I
Red algae,1996,1,PHYALL,Phyllospadix spp,0.2,Zone I
Red algae,1996,2,EGRMEN,Egregia menziesii,0.8999999999999999,Zone I
Red algae,1996,2,PHYALL,Phyllospadix spp,41.5,Zone I
Red algae,1997,2,PHYALL,Phyllospadix spp,42.699999999999996,Zone I
Red algae,1998,2,HALCYS,Halidrys dioica/cystoseira spp,0.8,Zone I
Red algae,1998,2,PHYALL,Phyllospadix spp,41,Zone I
Red algae,1999,2,EGRMEN,Egregia menziesii,8.6,Zone I
Red algae,1999,2,PHYALL,Phyllospadix spp,35.5,Zone I
Red algae,2000,2,EGRMEN,Egregia menziesii,8,Zone I
Red algae,2000,2,PHYALL,Phyllospadix spp,25,Zone I
Red algae,2001,2,EGRMEN,Egregia menziesii,7.000000000000001,Zone I
Red algae,2001,2,PHYALL,Phyllospadix spp,25,Zone I
Red algae,2002,1,EGRMEN,Egregia menziesii,2,Zone I
Red algae,2002,2,EGRMEN,Egregia menziesii,1,Zone I
Red algae,2002,2,PHYALL,Phyllospadix spp,24,Zone I
Red algae,2003,1,ARTCOR,Articulated corallines,3,Zone I
Red algae,2003,1,OTHRED,Other red algae,89,Zone I
Red algae,2003,1,ROCK,Bare rock,2,Zone I
Red algae,2003,1,SARMUT,Sargassum muticum,3,Zone I
Red algae,2003,2,ARTCOR,Articulated corallines,18,Zone I
Red algae,2003,2,EGRMEN,Egregia menziesii,1,Zone I
Red algae,2003,2,HALCYS,Halidrys dioica/cystoseira spp,7.000000000000001,Zone I
Red algae,2003,2,NONCRU,Non-coralline crust,1,Zone I
Red algae,2003,2,OTHGRE,Other green algae,2,Zone I
Red algae,2003,2,OTHRED,Other red algae,36,Zone I
Red algae,2003,2,PHYALL,Phyllospadix spp,34,Zone I
Red algae,2003,2,SARMUT,Sargassum muticum,1,Zone I
Red algae,2004,1,ARTCOR,Articulated corallines,2,Zone I
Red algae,2004,1,OTHRED,Other red algae,93,Zone I
Red algae,2004,1,ROCK,Bare rock,3,Zone I
Red algae,2004,1,SAND,Sand,2,Zone I
Red algae,2004,2,ARTCOR,Articulated corallines,3,Zone I
Red algae,2004,2,EGRMEN,Egregia menziesii,3,Zone I
Red algae,2004,2,HALCYS,Halidrys dioica/cystoseira spp,4,Zone I
Red algae,2004,2,OTHGRE,Other green algae,1,Zone I
Red algae,2004,2,OTHRED,Other red algae,53,Zone I
Red algae,2004,2,PHYALL,Phyllospadix spp,34,Zone I
Red algae,2004,2,ROCK,Bare rock,2,Zone I
Red algae,2005,2,ARTCOR,Articulated corallines,6,Zone I
Red algae,2005,2,CRUCOR,Crustose corallines,1,Zone I
Red algae,2005,2,EGRMEN,Egregia menziesii,1,Zone I
Red algae,2005,2,OTHGRE,Other green algae,2,Zone I
Red algae,2005,2,OTHRED,Other red algae,48,Zone I
Red algae,2005,2,PHYALL,Phyllospadix spp,31,Zone I
Red algae,2005,2,ROCK,Bare rock,1,Zone I
Red algae,2005,2,SAND,Sand,7.000000000000001,Zone I
Red algae,2005,2,SARMUT,Sargassum muticum,3,Zone I
Red algae,2005,1,ANEMON,Anemones (generic),1,Zone I
Red algae,2005,1,ARTCOR,Articulated corallines,25,Zone I
Red algae,2005,1,OTHRED,Other red algae,64,Zone I
Red algae,2005,1,ROCK,Bare rock,5,Zone I
Red algae,2005,1,SAND,Sand,5,Zone I
Red algae,2006,1,ARTCOR,Articulated corallines,16,Zone I
Red algae,2006,1,COLPOM,Colpomenia,1,Zone I
Red algae,2006,1,OTHRED,Other red algae,82,Zone I
Red algae,2006,1,SAND,Sand,1,Zone I
Red algae,2006,2,ARTCOR,Articulated corallines,8,Zone I
Red algae,2006,2,EGRMEN,Egregia menziesii,27,Zone I
Red algae,2006,2,HALCYS,Halidrys dioica/cystoseira spp,1,Zone I
Red algae,2006,2,OTHGRE,Other green algae,1,Zone I
Red algae,2006,2,OTHRED,Other red algae,42,Zone I
Red algae,2006,2,PHYALL,Phyllospadix spp,20,Zone I
Red algae,2006,2,SAND,Sand,1,Zone I
Red algae,2007,1,ARTCOR,Articulated corallines,24,Zone I
Red algae,2007,1,OTHRED,Other red algae,74,Zone I
Red algae,2007,1,ROCK,Bare rock,2,Zone I
Red algae,2007,2,ARTCOR,Articulated corallines,27,Zone I
Red algae,2007,2,HALCYS,Halidrys dioica/cystoseira spp,2,Zone I
Red algae,2007,2,OTHRED,Other red algae,45,Zone I
Red algae,2007,2,PHYALL,Phyllospadix spp,26,Zone I
Red algae,2008,1,ARTCOR,Articulated corallines,27,Zone I
Red algae,2008,1,OTHGRE,Other green algae,5,Zone I
Red algae,2008,1,OTHRED,Other red algae,55.00000000000001,Zone I
Red algae,2008,1,ROCK,Bare rock,12,Zone I
Red algae,2008,2,ARTCOR,Articulated corallines,26,Zone I
Red algae,2008,2,EGRMEN,Egregia menziesii,2,Zone I
Red algae,2008,2,OTHGRE,Other green algae,1,Zone I
Red algae,2008,2,OTHRED,Other red algae,38,Zone I
Red algae,2008,2,PHYALL,Phyllospadix spp,27,Zone I
Red algae,2008,2,ROCK,Bare rock,5,Zone I
Red algae,2008,2,SAND,Sand,1,Zone I
Red algae,2009,1,ARTCOR,Articulated corallines,39,Zone I
Red algae,2009,1,CRUCOR,Crustose corallines,1,Zone I
Red algae,2009,1,OTHGRE,Other green algae,1,Zone I
Red algae,2009,1,OTHRED,Other red algae,48,Zone I
Red algae,2009,1,ROCK,Bare rock,2,Zone I
Red algae,2009,1,SAND,Sand,9,Zone I
Red algae,2009,2,ARTCOR,Articulated corallines,25,Zone I
Red algae,2009,2,CRUCOR,Crustose corallines,1,Zone I
Red algae,2009,2,EGRMEN,Egregia menziesii,3,Zone I
Red algae,2009,2,OTHGRE,Other green algae,2,Zone I
Red algae,2009,2,OTHRED,Other red algae,31,Zone I
Red algae,2009,2,PHYALL,Phyllospadix spp,33,Zone I
Red algae,2009,2,ROCK,Bare rock,3,Zone I
Red algae,2010,1,ARTCOR,Articulated corallines,20,Zone I
Red algae,2010,1,OTHGRE,Other green algae,2,Zone I
Red algae,2010,1,OTHRED,Other red algae,55.00000000000001,Zone I
Red algae,2010,1,ROCK,Bare rock,15,Zone I
Red algae,2010,1,SARMUT,Sargassum muticum,7.000000000000001,Zone I
Red algae,2010,2,ARTCOR,Articulated corallines,25,Zone I
Red algae,2010,2,CRUCOR,Crustose corallines,1,Zone I
Red algae,2010,2,EGRMEN,Egregia menziesii,6,Zone I
Red algae,2010,2,NONCRU,Non-coralline crust,2,Zone I
Red algae,2010,2,OTHGRE,Other green algae,1,Zone I
Red algae,2010,2,OTHRED,Other red algae,28.999999999999996,Zone I
Red algae,2010,2,PHYALL,Phyllospadix spp,30,Zone I
Red algae,2010,2,ROCK,Bare rock,4,Zone I
Red algae,2010,2,SAND,Sand,2,Zone I
Red algae,2011,1,ARTCOR,Articulated corallines,20,Zone I
Red algae,2011,1,EGRMEN,Egregia menziesii,5,Zone I
Red algae,2011,1,NONCRU,Non-coralline crust,1,Zone I
Red algae,2011,1,OTHGRE,Other green algae,2,Zone I
Red algae,2011,1,OTHRED,Other red algae,60,Zone I
Red algae,2011,1,ROCK,Bare rock,9,Zone I
Red algae,2011,1,SAND,Sand,2,Zone I
Red algae,2011,2,ARTCOR,Articulated corallines,22,Zone I
Red algae,2011,2,EGRMEN,Egregia menziesii,32,Zone I
Red algae,2011,2,OTHBRO,Other brown algae,3,Zone I
Red algae,2011,2,OTHGRE,Other green algae,2,Zone I
Red algae,2011,2,OTHRED,Other red algae,24,Zone I
Red algae,2011,2,PHYALL,Phyllospadix spp,13,Zone I
Red algae,2011,2,ROCK,Bare rock,4,Zone I
Red algae,2012,1,ARTCOR,Articulated corallines,4,Zone I
Red algae,2012,1,OTHBRO,Other brown algae,3,Zone I
Red algae,2012,1,OTHGRE,Other green algae,1,Zone I
Red algae,2012,1,OTHRED,Other red algae,85,Zone I
Red algae,2012,1,SAND,Sand,6,Zone I
Red algae,2012,2,ARTCOR,Articulated corallines,7.000000000000001,Zone I
Red algae,2012,2,EGRMEN,Egregia menziesii,6,Zone I
Red algae,2012,2,OTHBRO,Other brown algae,2,Zone I
Red algae,2012,2,OTHGRE,Other green algae,3,Zone I
Red algae,2012,2,OTHRED,Other red algae,44,Zone I
Red algae,2012,2,PHYALL,Phyllospadix spp,33,Zone I
Red algae,2012,2,ROCK,Bare rock,1,Zone I
Red algae,2012,2,SAND,Sand,4,Zone I
Red algae,2013,1,ARTCOR,Articulated corallines,4,Zone I
Red algae,2013,1,OTHRED,Other red algae,91,Zone I
Red algae,2013,1,ROCK,Bare rock,1,Zone I
Red algae,2013,1,SAND,Sand,3,Zone I
Red algae,2013,2,ARTCOR,Articulated corallines,15,Zone I
Red algae,2013,2,CRUCOR,Crustose corallines,1,Zone I
Red algae,2013,2,EGRMEN,Egregia menziesii,8,Zone I
Red algae,2013,2,OTHBRO,Other brown algae,3,Zone I
Red algae,2013,2,OTHGRE,Other green algae,1,Zone I
Red algae,2013,2,OTHRED,Other red algae,48,Zone I
Red algae,2013,2,PHYALL,Phyllospadix spp,23,Zone I
Red algae,2013,2,ROCK,Bare rock,1,Zone I
Red algae,2014,1,ARTCOR,Articulated corallines,4,Zone I
Red algae,2014,1,OTHRED,Other red algae,95,Zone I
Red algae,2014,1,ROCK,Bare rock,1,Zone I
Red algae,2014,2,EGRMEN,Egregia menziesii,5,Zone I
Red algae,2014,2,OTHBRO,Other brown algae,1,Zone I
Red algae,2014,2,OTHRED,Other red algae,66,Zone I
Red algae,2014,2,PHYALL,Phyllospadix spp,28.000000000000004,Zone I
Red algae,2015,1,OTHRED,Other red algae,98,Zone I
Red algae,2015,1,SAND,Sand,2,Zone I
Red algae,2015,2,ARTCOR,Articulated corallines,10,Zone I
Red algae,2015,2,OTHRED,Other red algae,35,Zone I
Red algae,2015,2,PHYALL,Phyllospadix spp,53,Zone I
Red algae,2015,2,ROCK,Bare rock,1,Zone I
Red algae,2016,2,ARTCOR,Articulated corallines,6,Zone I
Red algae,2016,2,OTHRED,Other red algae,16,Zone I
Red algae,2016,2,PHYALL,Phyllospadix spp,77,Zone I
Red algae,2016,2,ROCK,Bare rock,1,Zone I
Red algae,2016,1,ARTCOR,Articulated corallines,3,Zone I
Red algae,2016,1,OTHRED,Other red algae,93,Zone I
Red algae,2016,1,SAND,Sand,3,Zone I
Red algae,2017,1,ARTCOR,Articulated corallines,6,Zone I
Red algae,2017,1,CRUCOR,Crustose corallines,1,Zone I
Red algae,2017,1,OTHRED,Other red algae,28.999999999999996,Zone I
Red algae,2017,1,SAND,Sand,4,Zone I
Red algae,2017,2,ARTCOR,Articulated corallines,3,Zone I
Red algae,2017,2,EGRMEN,Egregia menziesii,2,Zone I
Red algae,2017,2,OTHRED,Other red algae,21,Zone I
Red algae,2017,2,PHYALL,Phyllospadix spp,73,Zone I
Red algae,2019,1,ARTCOR,Articulated corallines,1,Zone I
Red algae,2019,1,OTHRED,Other red algae,87,Zone I
Red algae,2019,1,PHYALL,Phyllospadix spp,6,Zone I
Red algae,2019,1,SAND,Sand,5,Zone I
Red algae,2019,2,CRUCOR,Crustose corallines,1,Zone I
Red algae,2019,2,OTHRED,Other red algae,22,Zone I
Red algae,2019,2,PHYALL,Phyllospadix spp,75,Zone I
Red algae,2019,2,SAND,Sand,1,Zone I
Red algae,2020,1,ARTCOR,Articulated corallines,10,Zone I
Red algae,2020,1,CRUCOR,Crustose corallines,2,Zone I
Red algae,2020,1,OTHRED,Other red algae,69,Zone I
Red algae,2020,1,PHYALL,Phyllospadix spp,12,Zone I
Red algae,2020,1,ROCK,Bare rock,5,Zone I
Red algae,2020,1,SAND,Sand,2,Zone I
Red algae,2020,2,ARTCOR,Articulated corallines,4,Zone I
Red algae,2020,2,OTHRED,Other red algae,23,Zone I
Red algae,2020,2,PHYALL,Phyllospadix spp,72,Zone I
Red algae,2021,1,OTHRED,Other red algae,81,Zone I
Red algae,2021,1,PHYALL,Phyllospadix spp,9,Zone I
Red algae,2021,1,ROCK,Bare rock,8,Zone I
Red algae,2021,1,SAND,Sand,1,Zone I
Red algae,2021,2,OTHRED,Other red algae,17,Zone I
Red algae,2021,2,PHYALL,Phyllospadix spp,83,Zone I
Egregia,1990,5,EGRMEN,Egregia menziesii,52.1,Zone II
Egregia,1990,5,PHYALL,Phyllospadix spp,12.6,Zone II
Egregia,1990,6,EGRMEN,Egregia menziesii,31.6,Zone II
Egregia,1990,6,PHYALL,Phyllospadix spp,21,Zone II
Egregia,1991,6,EGRMEN,Egregia menziesii,26.6,Zone II
Egregia,1991,6,PHYALL,Phyllospadix spp,51.7,Zone II
Egregia,1991,5,EGRMEN,Egregia menziesii,31.2,Zone II
Egregia,1991,5,PHYALL,Phyllospadix spp,25,Zone II
Egregia,1991,5,SARMUT,Sargassum muticum,12.5,Zone II
Egregia,1992,5,EGRMEN,Egregia menziesii,46.5,Zone II
Egregia,1992,5,PHYALL,Phyllospadix spp,36.3,Zone II
Egregia,1992,6,EGRMEN,Egregia menziesii,15.2,Zone II
Egregia,1992,6,PHYALL,Phyllospadix spp,62.2,Zone II
Egregia,1993,5,EGRMEN,Egregia menziesii,7.8,Zone II
Egregia,1993,5,PHYALL,Phyllospadix spp,69.8,Zone II
Egregia,1993,6,EGRMEN,Egregia menziesii,12.4,Zone II
Egregia,1993,6,PHYALL,Phyllospadix spp,75.5,Zone II
Egregia,1995,5,EGRMEN,Egregia menziesii,0.6,Zone II
Egregia,1995,5,HALCYS,Halidrys dioica/cystoseira spp,5.4,Zone II
Egregia,1995,5,PHYALL,Phyllospadix spp,93.2,Zone II
Egregia,1995,6,PHYALL,Phyllospadix spp,64.4,Zone II
Egregia,1996,6,EGRMEN,Egregia menziesii,16.400000000000002,Zone II
Egregia,1996,6,PHYALL,Phyllospadix spp,64.2,Zone II
Egregia,1996,6,SARMUT,Sargassum muticum,1.7999999999999998,Zone II
Egregia,1996,5,PHYALL,Phyllospadix spp,96.89999999999999,Zone II
Egregia,1996,5,SARMUT,Sargassum muticum,1.7999999999999998,Zone II
Egregia,1997,5,PHYALL,Phyllospadix spp,86.3,Zone II
Egregia,1997,5,SARMUT,Sargassum muticum,0.4,Zone II
Egregia,1997,6,PHYALL,Phyllospadix spp,82.89999999999999,Zone II
Egregia,1998,5,EGRMEN,Egregia menziesii,1,Zone II
Egregia,1998,5,HALCYS,Halidrys dioica/cystoseira spp,2.9000000000000004,Zone II
Egregia,1998,5,PHYALL,Phyllospadix spp,96.1,Zone II
Egregia,1998,6,ANEMON,Anemones (generic),0.1,Zone II
Egregia,1998,6,EGRMEN,Egregia menziesii,17.7,Zone II
Egregia,1998,6,PHYALL,Phyllospadix spp,58.4,Zone II
Egregia,1999,6,EGRMEN,Egregia menziesii,12.5,Zone II
Egregia,1999,6,PHYALL,Phyllospadix spp,71.5,Zone II
Egregia,1999,5,PHYALL,Phyllospadix spp,100,Zone II
Egregia,2000,5,EGRMEN,Egregia menziesii,1,Zone II
Egregia,2000,5,PHYALL,Phyllospadix spp,95,Zone II
Egregia,2000,5,SARMUT,Sargassum muticum,3,Zone II
Egregia,2000,6,EGRMEN,Egregia menziesii,10,Zone II
Egregia,2000,6,PHYALL,Phyllospadix spp,75,Zone II
Egregia,2001,5,PHYALL,Phyllospadix spp,80,Zone II
Egregia,2001,6,EGRMEN,Egregia menziesii,10,Zone II
Egregia,2001,6,PHYALL,Phyllospadix spp,68,Zone II
Egregia,2002,5,OTHBRO,Other brown algae,8,Zone II
Egregia,2002,5,PHYALL,Phyllospadix spp,84,Zone II
Egregia,2002,6,OTHBRO,Other brown algae,1,Zone II
Egregia,2002,6,PHYALL,Phyllospadix spp,74,Zone II
Egregia,2002,6,SARMUT,Sargassum muticum,1,Zone II
Egregia,2003,5,EGRMEN,Egregia menziesii,6,Zone II
Egregia,2003,5,HALCYS,Halidrys dioica/cystoseira spp,19,Zone II
Egregia,2003,5,PHYALL,Phyllospadix spp,75,Zone II
Egregia,2003,6,EGRMEN,Egregia menziesii,11,Zone II
Egregia,2003,6,OTHBRO,Other brown algae,1,Zone II
Egregia,2003,6,OTHRED,Other red algae,7.000000000000001,Zone II
Egregia,2003,6,PHYALL,Phyllospadix spp,81,Zone II
Egregia,2004,5,EGRMEN,Egregia menziesii,3,Zone II
Egregia,2004,5,HALCYS,Halidrys dioica/cystoseira spp,5,Zone II
Egregia,2004,5,PHYALL,Phyllospadix spp,91,Zone II
Egregia,2004,5,ROCK,Bare rock,1,Zone II
Egregia,2004,6,ARTCOR,Articulated corallines,5,Zone II
Egregia,2004,6,EGRMEN,Egregia menziesii,22,Zone II
Egregia,2004,6,HALCYS,Halidrys dioica/cystoseira spp,1,Zone II
Egregia,2004,6,OTHRED,Other red algae,12,Zone II
Egregia,2004,6,PHYALL,Phyllospadix spp,60,Zone II
Egregia,2005,5,EGRMEN,Egregia menziesii,4,Zone II
Egregia,2005,5,HALCYS,Halidrys dioica/cystoseira spp,2,Zone II
Egregia,2005,5,OTHRED,Other red algae,1,Zone II
Egregia,2005,5,PHYALL,Phyllospadix spp,93,Zone II
Egregia,2005,6,ARTCOR,Articulated corallines,2,Zone II
Egregia,2005,6,EGRMEN,Egregia menziesii,11,Zone II
Egregia,2005,6,HALCYS,Halidrys dioica/cystoseira spp,1,Zone II
Egregia,2005,6,OTHRED,Other red algae,12,Zone II
Egregia,2005,6,PHYALL,Phyllospadix spp,73,Zone II
Egregia,2005,6,ROCK,Bare rock,1,Zone II
Egregia,2006,5,EGRMEN,Egregia menziesii,6,Zone II
Egregia,2006,5,HALCYS,Halidrys dioica/cystoseira spp,3,Zone II
Egregia,2006,5,PHYALL,Phyllospadix spp,91,Zone II
Egregia,2006,6,ARTCOR,Articulated corallines,4,Zone II
Egregia,2006,6,EGRMEN,Egregia menziesii,13,Zone II
Egregia,2006,6,OTHGRE,Other green algae,1,Zone II
Egregia,2006,6,OTHRED,Other red algae,3,Zone II
Egregia,2006,6,PHYALL,Phyllospadix spp,79,Zone II
Egregia,2007,5,ARTCOR,Articulated corallines,9,Zone II
Egregia,2007,5,EGRMEN,Egregia menziesii,1,Zone II
Egregia,2007,5,HALCYS,Halidrys dioica/cystoseira spp,7.000000000000001,Zone II
Egregia,2007,5,OTHGRE,Other green algae,2,Zone II
Egregia,2007,5,OTHRED,Other red algae,6,Zone II
Egregia,2007,5,PHYALL,Phyllospadix spp,70,Zone II
Egregia,2007,5,ROCK,Bare rock,1,Zone II
Egregia,2007,5,SAND,Sand,2,Zone II
Egregia,2007,5,SARMUT,Sargassum muticum,2,Zone II
Egregia,2007,6,ARTCOR,Articulated corallines,9,Zone II
Egregia,2007,6,OTHGRE,Other green algae,3,Zone II
Egregia,2007,6,OTHRED,Other red algae,22,Zone II
Egregia,2007,6,PHYALL,Phyllospadix spp,61,Zone II
Egregia,2007,6,ROCK,Bare rock,1,Zone II
Egregia,2007,6,SAND,Sand,4,Zone II
Egregia,2008,5,ARTCOR,Articulated corallines,8,Zone II
Egregia,2008,5,EGRMEN,Egregia menziesii,9,Zone II
Egregia,2008,5,OTHGRE,Other green algae,3,Zone II
Egregia,2008,5,OTHRED,Other red algae,7.000000000000001,Zone II
Egregia,2008,5,PHYALL,Phyllospadix spp,66,Zone II
Egregia,2008,5,ROCK,Bare rock,2,Zone II
Egregia,2008,5,SAND,Sand,5,Zone II
Egregia,2008,6,ARTCOR,Articulated corallines,4,Zone II
Egregia,2008,6,CRUCOR,Crustose corallines,1,Zone II
Egregia,2008,6,EGRMEN,Egregia menziesii,46,Zone II
Egregia,2008,6,OTHRED,Other red algae,12,Zone II
Egregia,2008,6,PHYALL,Phyllospadix spp,33,Zone II
Egregia,2008,6,ROCK,Bare rock,1,Zone II
Egregia,2008,6,SARMUT,Sargassum muticum,2,Zone II
Egregia,2009,5,ARTCOR,Articulated corallines,6,Zone II
Egregia,2009,5,EGRMEN,Egregia menziesii,4,Zone II
Egregia,2009,5,PHYALL,Phyllospadix spp,80,Zone II
Egregia,2009,5,SARMUT,Sargassum muticum,7.000000000000001,Zone II
Egregia,2009,6,ARTCOR,Articulated corallines,12,Zone II
Egregia,2009,6,EGRMEN,Egregia menziesii,14.000000000000002,Zone II
Egregia,2009,6,OTHRED,Other red algae,1,Zone II
Egregia,2009,6,PHYALL,Phyllospadix spp,72,Zone II
Egregia,2009,6,SAND,Sand,1,Zone II
Egregia,2010,6,ARTCOR,Articulated corallines,5,Zone II
Egregia,2010,6,CRUCOR,Crustose corallines,1,Zone II
Egregia,2010,6,EGRMEN,Egregia menziesii,39,Zone II
Egregia,2010,6,NONCRU,Non-coralline crust,1,Zone II
Egregia,2010,6,OTHRED,Other red algae,14.000000000000002,Zone II
Egregia,2010,6,PHYALL,Phyllospadix spp,31,Zone II
Egregia,2010,6,ROCK,Bare rock,8,Zone II
Egregia,2010,6,SAND,Sand,1,Zone II
Egregia,2010,5,EGRMEN,Egregia menziesii,45,Zone II
Egregia,2010,5,OTHRED,Other red algae,1,Zone II
Egregia,2010,5,PHYALL,Phyllospadix spp,51,Zone II
Egregia,2010,5,ROCK,Bare rock,1,Zone II
Egregia,2011,5,EGRMEN,Egregia menziesii,52,Zone II
Egregia,2011,5,OTHRED,Other red algae,3,Zone II
Egregia,2011,5,PHYALL,Phyllospadix spp,44,Zone II
Egregia,2011,5,SAND,Sand,1,Zone II
Egregia,2011,6,ARTCOR,Articulated corallines,3,Zone II
Egregia,2011,6,EGRMEN,Egregia menziesii,55.00000000000001,Zone II
Egregia,2011,6,NONCRU,Non-coralline crust,1,Zone II
Egregia,2011,6,OTHRED,Other red algae,14.000000000000002,Zone II
Egregia,2011,6,PHYALL,Phyllospadix spp,21,Zone II
Egregia,2011,6,ROCK,Bare rock,4,Zone II
Egregia,2011,6,SAND,Sand,2,Zone II
Egregia,2012,5,EGRMEN,Egregia menziesii,22,Zone II
Egregia,2012,5,OTHRED,Other red algae,1,Zone II
Egregia,2012,5,PHYALL,Phyllospadix spp,76,Zone II
Egregia,2012,6,ARTCOR,Articulated corallines,1,Zone II
Egregia,2012,6,CRUCOR,Crustose corallines,1,Zone II
Egregia,2012,6,EGRMEN,Egregia menziesii,46,Zone II
Egregia,2012,6,OTHRED,Other red algae,31,Zone II
Egregia,2012,6,PHYALL,Phyllospadix spp,19,Zone II
Egregia,2012,6,ROCK,Bare rock,1,Zone II
Egregia,2012,6,SAND,Sand,1,Zone II
Egregia,2013,6,EGRMEN,Egregia menziesii,69,Zone II
Egregia,2013,6,OTHBRO,Other brown algae,2,Zone II
Egregia,2013,6,OTHRED,Other red algae,20,Zone II
Egregia,2013,6,PHYALL,Phyllospadix spp,9,Zone II
Egregia,2013,5,EGRMEN,Egregia menziesii,8,Zone II
Egregia,2013,5,PHYALL,Phyllospadix spp,83,Zone II
Egregia,2014,5,OTHBRO,Other brown algae,1,Zone II
Egregia,2014,5,OTHRED,Other red algae,2,Zone II
Egregia,2014,5,PHYALL,Phyllospadix spp,97,Zone II
Egregia,2014,6,CRUCOR,Crustose corallines,1,Zone II
Egregia,2014,6,EGRMEN,Egregia menziesii,5,Zone II
Egregia,2014,6,OTHGRE,Other green algae,1,Zone II
Egregia,2014,6,OTHRED,Other red algae,56.00000000000001,Zone II
Egregia,2014,6,PHYALL,Phyllospadix spp,34,Zone II
Egregia,2014,6,ROCK,Bare rock,1,Zone II
Egregia,2014,6,SAND,Sand,1,Zone II
Egregia,2015,5,ARTCOR,Articulated corallines,1,Zone II
Egregia,2015,5,OTHRED,Other red algae,1,Zone II
Egregia,2015,5,PHYALL,Phyllospadix spp,96,Zone II
Egregia,2015,5,ROCK,Bare rock,2,Zone II
Egregia,2015,6,ARTCOR,Articulated corallines,11,Zone II
Egregia,2015,6,CRUCOR,Crustose corallines,2,Zone II
Egregia,2015,6,OTHRED,Other red algae,43,Zone II
Egregia,2015,6,PHYALL,Phyllospadix spp,41,Zone II
