survey_year,season_name,season,plot_no,size_class,n,zone
1997,Fall,FA97,1,45,1,Zone I
1997,Fall,FA97,1,46,1,Zone I
1997,Fall,FA97,1,47,1,Zone I
1997,Fall,FA97,1,48,1,Zone I
1997,Fall,FA97,1,54,1,Zone I
1997,Fall,FA97,1,55,1,Zone I
1997,Fall,FA97,1,57,1,Zone I
1997,Fall,FA97,1,58,1,Zone I
1997,Fall,FA97,1,60,3,Zone I
1997,Fall,FA97,1,61,1,Zone I
1997,Fall,FA97,1,62,2,Zone I
1997,Fall,FA97,1,63,1,Zone I
1997,Fall,FA97,1,64,2,Zone I
1997,Fall,FA97,1,65,1,Zone I
1997,Fall,FA97,1,69,1,Zone I
1997,Fall,FA97,1,72,1,Zone I
1997,Fall,FA97,2,16,1,Zone I
1997,Fall,FA97,2,17,1,Zone I
1997,Fall,FA97,2,19,1,Zone I
1997,Fall,FA97,2,20,1,Zone I
1997,Fall,FA97,2,21,3,Zone I
1997,Fall,FA97,2,22,1,Zone I
1997,Fall,FA97,2,24,2,Zone I
1997,Fall,FA97,2,25,1,Zone I
1997,Fall,FA97,2,26,2,Zone I
1997,Fall,FA97,2,27,1,Zone I
1997,Fall,FA97,2,30,1,Zone I
1997,Fall,FA97,2,33,1,Zone I
1997,Fall,FA97,2,34,1,Zone I
1997,Fall,FA97,2,35,2,Zone I
1997,Fall,FA97,2,36,3,Zone I
1997,Fall,FA97,2,37,1,Zone I
1997,Fall,FA97,2,38,1,Zone I
1997,Fall,FA97,2,39,1,Zone I
1997,Fall,FA97,2,40,2,Zone I
1997,Fall,FA97,2,43,1,Zone I
1997,Fall,FA97,2,44,1,Zone I
1997,Fall,FA97,2,45,1,Zone I
1997,Fall,FA97,2,46,2,Zone I
1997,Fall,FA97,2,48,2,Zone I
1997,Fall,FA97,2,49,1,Zone I
1997,Fall,FA97,2,50,3,Zone I
1997,Fall,FA97,2,51,2,Zone I
1997,Fall,FA97,2,52,4,Zone I
1997,Fall,FA97,2,54,3,Zone I
1997,Fall,FA97,2,55,1,Zone I
1997,Fall,FA97,2,59,1,Zone I
1997,Fall,FA97,2,60,2,Zone I
1997,Fall,FA97,2,63,1,Zone I
1997,Fall,FA97,2,64,1,Zone I
1997,Fall,FA97,2,72,2,Zone I
1997,Fall,FA97,2,73,1,Zone I
1997,Fall,FA97,3,22,1,Zone I
1997,Fall,FA97,3,23,1,Zone I
1997,Fall,FA97,3,29,2,Zone I
1997,Fall,FA97,3,31,1,Zone I
1997,Fall,FA97,3,34,1,Zone I
1997,Fall,FA97,3,42,2,Zone I
1997,Fall,FA97,3,49,2,Zone I
1997,Fall,FA97,3,51,1,Zone I
1997,Fall,FA97,3,52,2,Zone I
1997,Fall,FA97,3,53,1,Zone I
1997,Fall,FA97,3,54,2,Zone I
1997,Fall,FA97,3,55,1,Zone I
1997,Fall,FA97,3,57,1,Zone I
1997,Fall,FA97,3,58,3,Zone I
1997,Fall,FA97,3,59,1,Zone I
1997,Fall,FA97,3,60,1,Zone I
1997,Fall,FA97,3,61,1,Zone I
1997,Fall,FA97,4,17,1,Zone I
1997,Fall,FA97,4,22,2,Zone I
1997,Fall,FA97,4,23,1,Zone I
1997,Fall,FA97,4,24,1,Zone I
1997,Fall,FA97,4,25,2,Zone I
1997,Fall,FA97,4,26,1,Zone I
1997,Fall,FA97,4,31,1,Zone I
1997,Fall,FA97,4,32,1,Zone I
1997,Fall,FA97,4,33,1,Zone I
1997,Fall,FA97,4,34,1,Zone I
1997,Fall,FA97,4,35,2,Zone I
1997,Fall,FA97,4,41,1,Zone I
1997,Fall,FA97,4,42,2,Zone I
1997,Fall,FA97,4,43,1,Zone I
1997,Fall,FA97,4,44,1,Zone I
1997,Fall,FA97,4,45,1,Zone I
1997,Fall,FA97,4,47,1,Zone I
1997,Fall,FA97,4,50,1,Zone I
1997,Fall,FA97,4,52,1,Zone I
1997,Fall,FA97,4,54,3,Zone I
1997,Fall,FA97,4,55,2,Zone I
1997,Fall,FA97,4,56,3,Zone I
1997,Fall,FA97,4,57,2,Zone I
1997,Fall,FA97,4,58,2,Zone I
1997,Fall,FA97,4,60,1,Zone I
1997,Fall,FA97,4,61,2,Zone I
1997,Fall,FA97,4,62,3,Zone I
1997,Fall,FA97,4,63,2,Zone I
1997,Fall,FA97,4,65,3,Zone I
1997,Fall,FA97,4,67,1,Zone I
1997,Fall,FA97,4,68,2,Zone I
1997,Fall,FA97,4,69,1,Zone I
1997,Fall,FA97,4,71,1,Zone I
1997,Fall,FA97,4,75,1,Zone I
1997,Fall,FA97,5,17,1,Zone I
1997,Fall,FA97,5,21,1,Zone I
1997,Fall,FA97,5,23,1,Zone I
1997,Fall,FA97,5,27,1,Zone I
1997,Fall,FA97,5,28,1,Zone I
1997,Fall,FA97,5,29,2,Zone I
1997,Fall,FA97,5,31,3,Zone I
1997,Fall,FA97,5,32,1,Zone I
1997,Fall,FA97,5,33,5,Zone I
1997,Fall,FA97,5,34,2,Zone I
1997,Fall,FA97,5,36,2,Zone I
1997,Fall,FA97,5,37,3,Zone I
1997,Fall,FA97,5,38,1,Zone I
1997,Fall,FA97,5,39,2,Zone I
1997,Fall,FA97,5,42,4,Zone I
1997,Fall,FA97,5,43,2,Zone I
1997,Fall,FA97,5,45,4,Zone I
1997,Fall,FA97,5,46,4,Zone I
1997,Fall,FA97,5,47,3,Zone I
1997,Fall,FA97,5,49,2,Zone I
1997,Fall,FA97,5,50,1,Zone I
1997,Fall,FA97,5,51,3,Zone I
1997,Fall,FA97,5,53,1,Zone I
1997,Fall,FA97,5,54,1,Zone I
1997,Fall,FA97,5,55,2,Zone I
1997,Fall,FA97,5,56,1,Zone I
1997,Fall,FA97,5,59,1,Zone I
1997,Fall,FA97,5,61,1,Zone I
1997,Fall,FA97,5,62,1,Zone I
1998,Spring,SP98,1,20,1,Zone I
1998,Spring,SP98,1,29,3,Zone I
1998,Spring,SP98,1,32,2,Zone I
1998,Spring,SP98,1,33,1,Zone I
1998,Spring,SP98,1,34,3,Zone I
1998,Spring,SP98,1,35,1,Zone I
1998,Spring,SP98,1,40,1,Zone I
1998,Spring,SP98,1,43,2,Zone I
1998,Spring,SP98,1,47,1,Zone I
1998,Spring,SP98,1,48,2,Zone I
1998,Spring,SP98,1,51,1,Zone I
1998,Spring,SP98,1,52,1,Zone I
1998,Spring,SP98,1,59,3,Zone I
1998,Spring,SP98,1,61,1,Zone I
1998,Spring,SP98,1,64,1,Zone I
1998,Spring,SP98,1,65,2,Zone I
1998,Spring,SP98,1,67,1,Zone I
1998,Spring,SP98,1,71,1,Zone I
1998,Spring,SP98,2,21,1,Zone I
1998,Spring,SP98,2,24,1,Zone I
1998,Spring,SP98,2,27,1,Zone I
1998,Spring,SP98,2,28,1,Zone I
1998,Spring,SP98,2,29,1,Zone I
1998,Spring,SP98,2,30,1,Zone I
1998,Spring,SP98,2,31,3,Zone I
1998,Spring,SP98,2,32,3,Zone I
1998,Spring,SP98,2,33,1,Zone I
1998,Spring,SP98,2,34,1,Zone I
1998,Spring,SP98,2,35,1,Zone I
1998,Spring,SP98,2,36,2,Zone I
1998,Spring,SP98,2,38,1,Zone I
1998,Spring,SP98,2,39,1,Zone I
1998,Spring,SP98,2,40,1,Zone I
1998,Spring,SP98,2,42,1,Zone I
1998,Spring,SP98,2,44,5,Zone I
1998,Spring,SP98,2,47,1,Zone I
1998,Spring,SP98,2,48,3,Zone I
1998,Spring,SP98,2,50,3,Zone I
1998,Spring,SP98,2,51,3,Zone I
1998,Spring,SP98,2,52,2,Zone I
1998,Spring,SP98,2,53,2,Zone I
1998,Spring,SP98,2,56,1,Zone I
1998,Spring,SP98,2,57,1,Zone I
1998,Spring,SP98,2,58,2,Zone I
1998,Spring,SP98,2,62,1,Zone I
1998,Spring,SP98,2,64,1,Zone I
1998,Spring,SP98,2,72,1,Zone I
1998,Spring,SP98,3,19,1,Zone I
1998,Spring,SP98,3,20,1,Zone I
1998,Spring,SP98,3,24,1,Zone I
1998,Spring,SP98,3,25,1,Zone I
1998,Spring,SP98,3,32,1,Zone I
1998,Spring,SP98,3,34,1,Zone I
1998,Spring,SP98,3,35,1,Zone I
1998,Spring,SP98,3,39,1,Zone I
1998,Spring,SP98,3,42,1,Zone I
1998,Spring,SP98,3,45,2,Zone I
1998,Spring,SP98,3,46,1,Zone I
1998,Spring,SP98,3,50,1,Zone I
1998,Spring,SP98,3,51,1,Zone I
1998,Spring,SP98,3,52,2,Zone I
1998,Spring,SP98,3,53,2,Zone I
1998,Spring,SP98,3,54,1,Zone I
1998,Spring,SP98,3,56,3,Zone I
1998,Spring,SP98,3,57,1,Zone I
1998,Spring,SP98,3,58,2,Zone I
1998,Spring,SP98,3,61,1,Zone I
1998,Spring,SP98,3,62,1,Zone I
1998,Spring,SP98,3,63,1,Zone I
1998,Spring,SP98,4,17,2,Zone I
1998,Spring,SP98,4,18,1,Zone I
1998,Spring,SP98,4,23,1,Zone I
1998,Spring,SP98,4,27,3,Zone I
1998,Spring,SP98,4,28,3,Zone I
1998,Spring,SP98,4,29,1,Zone I
1998,Spring,SP98,4,30,1,Zone I
1998,Spring,SP98,4,31,2,Zone I
1998,Spring,SP98,4,32,1,Zone I
1998,Spring,SP98,4,34,1,Zone I
1998,Spring,SP98,4,38,1,Zone I
1998,Spring,SP98,4,39,2,Zone I
1998,Spring,SP98,4,40,4,Zone I
1998,Spring,SP98,4,42,2,Zone I
1998,Spring,SP98,4,45,1,Zone I
1998,Spring,SP98,4,46,2,Zone I
1998,Spring,SP98,4,48,1,Zone I
1998,Spring,SP98,4,50,4,Zone I
1998,Spring,SP98,4,52,2,Zone I
1998,Spring,SP98,4,55,1,Zone I
1998,Spring,SP98,4,56,5,Zone I
1998,Spring,SP98,4,57,4,Zone I
1998,Spring,SP98,4,59,2,Zone I
1998,Spring,SP98,4,60,1,Zone I
1998,Spring,SP98,4,61,3,Zone I
1998,Spring,SP98,4,62,4,Zone I
1998,Spring,SP98,4,63,2,Zone I
1998,Spring,SP98,4,64,1,Zone I
1998,Spring,SP98,4,67,1,Zone I
1998,Spring,SP98,4,68,1,Zone I
1998,Spring,SP98,4,71,1,Zone I
1998,Spring,SP98,4,78,1,Zone I
1998,Spring,SP98,4,81,1,Zone I
1998,Spring,SP98,5,16,1,Zone I
1998,Spring,SP98,5,18,2,Zone I
1998,Spring,SP98,5,22,1,Zone I
1998,Spring,SP98,5,23,2,Zone I
1998,Spring,SP98,5,26,2,Zone I
1998,Spring,SP98,5,30,2,Zone I
1998,Spring,SP98,5,31,2,Zone I
1998,Spring,SP98,5,32,1,Zone I
1998,Spring,SP98,5,33,1,Zone I
1998,Spring,SP98,5,34,1,Zone I
1998,Spring,SP98,5,35,5,Zone I
1998,Spring,SP98,5,36,2,Zone I
1998,Spring,SP98,5,37,2,Zone I
1998,Spring,SP98,5,38,1,Zone I
1998,Spring,SP98,5,39,1,Zone I
1998,Spring,SP98,5,40,4,Zone I
1998,Spring,SP98,5,41,2,Zone I
1998,Spring,SP98,5,43,1,Zone I
1998,Spring,SP98,5,44,1,Zone I
1998,Spring,SP98,5,45,4,Zone I
1998,Spring,SP98,5,46,4,Zone I
1998,Spring,SP98,5,47,2,Zone I
1998,Spring,SP98,5,48,1,Zone I
1998,Spring,SP98,5,49,2,Zone I
1998,Spring,SP98,5,50,5,Zone I
1998,Spring,SP98,5,52,2,Zone I
1998,Spring,SP98,5,55,1,Zone I
1998,Spring,SP98,5,56,3,Zone I
1998,Fall,FA98,1,15,1,Zone I
1998,Fall,FA98,1,17,1,Zone I
1998,Fall,FA98,1,20,1,Zone I
1998,Fall,FA98,1,21,2,Zone I
1998,Fall,FA98,1,22,1,Zone I
1998,Fall,FA98,1,23,1,Zone I
1998,Fall,FA98,1,24,1,Zone I
1998,Fall,FA98,1,25,2,Zone I
1998,Fall,FA98,1,27,1,Zone I
1998,Fall,FA98,1,28,1,Zone I
1998,Fall,FA98,1,29,1,Zone I
1998,Fall,FA98,1,30,1,Zone I
1998,Fall,FA98,1,39,4,Zone I
1998,Fall,FA98,1,41,3,Zone I
1998,Fall,FA98,1,42,1,Zone I
1998,Fall,FA98,1,43,1,Zone I
1998,Fall,FA98,1,45,1,Zone I
1998,Fall,FA98,1,46,1,Zone I
1998,Fall,FA98,1,51,1,Zone I
1998,Fall,FA98,1,56,1,Zone I
1998,Fall,FA98,1,58,1,Zone I
1998,Fall,FA98,1,59,1,Zone I
1998,Fall,FA98,1,61,1,Zone I
1998,Fall,FA98,1,64,1,Zone I
1998,Fall,FA98,1,65,1,Zone I
1998,Fall,FA98,1,69,1,Zone I
1998,Fall,FA98,1,70,1,Zone I
1998,Fall,FA98,1,75,2,Zone I
1998,Fall,FA98,2,18,1,Zone I
1998,Fall,FA98,2,19,3,Zone I
1998,Fall,FA98,2,20,2,Zone I
1998,Fall,FA98,2,21,1,Zone I
1998,Fall,FA98,2,23,2,Zone I
1998,Fall,FA98,2,24,3,Zone I
1998,Fall,FA98,2,25,3,Zone I
1998,Fall,FA98,2,27,4,Zone I
1998,Fall,FA98,2,28,4,Zone I
1998,Fall,FA98,2,29,1,Zone I
1998,Fall,FA98,2,30,1,Zone I
1998,Fall,FA98,2,31,1,Zone I
1998,Fall,FA98,2,34,1,Zone I
1998,Fall,FA98,2,35,1,Zone I
1998,Fall,FA98,2,37,1,Zone I
1998,Fall,FA98,2,39,4,Zone I
1998,Fall,FA98,2,40,1,Zone I
1998,Fall,FA98,2,41,1,Zone I
1998,Fall,FA98,2,43,1,Zone I
1998,Fall,FA98,2,44,1,Zone I
1998,Fall,FA98,2,45,1,Zone I
1998,Fall,FA98,2,47,3,Zone I
1998,Fall,FA98,2,48,2,Zone I
1998,Fall,FA98,2,49,2,Zone I
1998,Fall,FA98,2,50,2,Zone I
1998,Fall,FA98,2,52,3,Zone I
1998,Fall,FA98,2,54,3,Zone I
1998,Fall,FA98,2,58,2,Zone I
1998,Fall,FA98,2,59,1,Zone I
1998,Fall,FA98,2,60,1,Zone I
1998,Fall,FA98,2,72,1,Zone I
1998,Fall,FA98,3,16,1,Zone I
1998,Fall,FA98,3,18,1,Zone I
1998,Fall,FA98,3,22,1,Zone I
1998,Fall,FA98,3,25,2,Zone I
1998,Fall,FA98,3,26,3,Zone I
1998,Fall,FA98,3,27,1,Zone I
1998,Fall,FA98,3,28,1,Zone I
1998,Fall,FA98,3,29,3,Zone I
1998,Fall,FA98,3,32,1,Zone I
1998,Fall,FA98,3,33,1,Zone I
1998,Fall,FA98,3,35,1,Zone I
1998,Fall,FA98,3,36,1,Zone I
1998,Fall,FA98,3,43,2,Zone I
1998,Fall,FA98,3,44,1,Zone I
1998,Fall,FA98,3,48,2,Zone I
1998,Fall,FA98,3,51,1,Zone I
1998,Fall,FA98,3,52,4,Zone I
1998,Fall,FA98,3,54,1,Zone I
1998,Fall,FA98,3,55,3,Zone I
1998,Fall,FA98,3,57,1,Zone I
1998,Fall,FA98,3,58,3,Zone I
1998,Fall,FA98,3,60,1,Zone I
1998,Fall,FA98,3,61,1,Zone I
1998,Fall,FA98,3,62,1,Zone I
1998,Fall,FA98,3,63,1,Zone I
1998,Fall,FA98,4,15,2,Zone I
1998,Fall,FA98,4,17,1,Zone I
1998,Fall,FA98,4,18,1,Zone I
1998,Fall,FA98,4,19,2,Zone I
1998,Fall,FA98,4,23,1,Zone I
1998,Fall,FA98,4,24,1,Zone I
1998,Fall,FA98,4,27,1,Zone I
1998,Fall,FA98,4,28,1,Zone I
1998,Fall,FA98,4,29,1,Zone I
1998,Fall,FA98,4,30,1,Zone I
1998,Fall,FA98,4,31,1,Zone I
1998,Fall,FA98,4,35,1,Zone I
1998,Fall,FA98,4,38,1,Zone I
1998,Fall,FA98,4,40,2,Zone I
1998,Fall,FA98,4,41,1,Zone I
1998,Fall,FA98,4,42,1,Zone I
1998,Fall,FA98,4,43,1,Zone I
1998,Fall,FA98,4,45,1,Zone I
1998,Fall,FA98,4,46,1,Zone I
1998,Fall,FA98,4,47,1,Zone I
1998,Fall,FA98,4,49,1,Zone I
1998,Fall,FA98,4,50,3,Zone I
1998,Fall,FA98,4,51,2,Zone I
1998,Fall,FA98,4,53,2,Zone I
1998,Fall,FA98,4,55,1,Zone I
1998,Fall,FA98,4,56,3,Zone I
1998,Fall,FA98,4,59,3,Zone I
1998,Fall,FA98,4,61,2,Zone I
1998,Fall,FA98,4,62,1,Zone I
1998,Fall,FA98,4,63,4,Zone I
1998,Fall,FA98,4,64,2,Zone I
1998,Fall,FA98,4,65,3,Zone I
1998,Fall,FA98,4,73,1,Zone I
1998,Fall,FA98,4,78,1,Zone I
1998,Fall,FA98,5,16,2,Zone I
1998,Fall,FA98,5,17,7,Zone I
1998,Fall,FA98,5,18,5,Zone I
1998,Fall,FA98,5,19,4,Zone I
1998,Fall,FA98,5,20,5,Zone I
1998,Fall,FA98,5,21,5,Zone I
1998,Fall,FA98,5,22,8,Zone I
1998,Fall,FA98,5,23,7,Zone I
1998,Fall,FA98,5,24,1,Zone I
1998,Fall,FA98,5,25,2,Zone I
1998,Fall,FA98,5,26,4,Zone I
1998,Fall,FA98,5,27,2,Zone I
1998,Fall,FA98,5,28,1,Zone I
1998,Fall,FA98,5,31,3,Zone I
1998,Fall,FA98,5,32,1,Zone I
1998,Fall,FA98,5,33,1,Zone I
1998,Fall,FA98,5,34,3,Zone I
1998,Fall,FA98,5,35,1,Zone I
1998,Fall,FA98,5,36,1,Zone I
1998,Fall,FA98,5,37,1,Zone I
1998,Fall,FA98,5,38,2,Zone I
1998,Fall,FA98,5,39,1,Zone I
1998,Fall,FA98,5,40,3,Zone I
1998,Fall,FA98,5,41,3,Zone I
1998,Fall,FA98,5,43,3,Zone I
1998,Fall,FA98,5,44,2,Zone I
1998,Fall,FA98,5,45,2,Zone I
1998,Fall,FA98,5,46,2,Zone I
1998,Fall,FA98,5,47,4,Zone I
1998,Fall,FA98,5,48,1,Zone I
1998,Fall,FA98,5,49,3,Zone I
1998,Fall,FA98,5,50,2,Zone I
1998,Fall,FA98,5,51,4,Zone I
1998,Fall,FA98,5,54,1,Zone I
1998,Fall,FA98,5,56,1,Zone I
1998,Fall,FA98,5,57,2,Zone I
1999,Spring,SP99,1,20,1,Zone I
1999,Spring,SP99,1,21,1,Zone I
1999,Spring,SP99,1,27,1,Zone I
1999,Spring,SP99,1,32,1,Zone I
1999,Spring,SP99,1,33,4,Zone I
1999,Spring,SP99,1,36,4,Zone I
1999,Spring,SP99,1,37,1,Zone I
1999,Spring,SP99,1,40,3,Zone I
1999,Spring,SP99,1,42,1,Zone I
1999,Spring,SP99,1,43,1,Zone I
1999,Spring,SP99,1,44,1,Zone I
1999,Spring,SP99,1,45,1,Zone I
1999,Spring,SP99,1,46,2,Zone I
1999,Spring,SP99,1,47,2,Zone I
1999,Spring,SP99,1,48,1,Zone I
1999,Spring,SP99,1,50,2,Zone I
1999,Spring,SP99,1,51,3,Zone I
1999,Spring,SP99,1,52,1,Zone I
1999,Spring,SP99,1,53,1,Zone I
1999,Spring,SP99,1,55,1,Zone I
1999,Spring,SP99,1,58,1,Zone I
1999,Spring,SP99,1,60,2,Zone I
1999,Spring,SP99,1,62,1,Zone I
1999,Spring,SP99,1,64,1,Zone I
1999,Spring,SP99,1,65,1,Zone I
1999,Spring,SP99,1,68,1,Zone I
1999,Spring,SP99,1,71,1,Zone I
1999,Spring,SP99,1,72,2,Zone I
1999,Spring,SP99,1,77,1,Zone I
1999,Spring,SP99,2,20,1,Zone I
1999,Spring,SP99,2,22,1,Zone I
1999,Spring,SP99,2,23,1,Zone I
1999,Spring,SP99,2,24,1,Zone I
1999,Spring,SP99,2,25,2,Zone I
1999,Spring,SP99,2,26,2,Zone I
1999,Spring,SP99,2,28,2,Zone I
1999,Spring,SP99,2,30,3,Zone I
1999,Spring,SP99,2,31,2,Zone I
1999,Spring,SP99,2,32,5,Zone I
1999,Spring,SP99,2,33,2,Zone I
1999,Spring,SP99,2,34,1,Zone I
1999,Spring,SP99,2,35,2,Zone I
1999,Spring,SP99,2,36,1,Zone I
1999,Spring,SP99,2,37,1,Zone I
1999,Spring,SP99,2,40,2,Zone I
1999,Spring,SP99,2,41,2,Zone I
1999,Spring,SP99,2,42,2,Zone I
1999,Spring,SP99,2,43,1,Zone I
1999,Spring,SP99,2,44,1,Zone I
1999,Spring,SP99,2,45,1,Zone I
1999,Spring,SP99,2,46,1,Zone I
1999,Spring,SP99,2,48,3,Zone I
1999,Spring,SP99,2,49,1,Zone I
1999,Spring,SP99,2,50,3,Zone I
1999,Spring,SP99,2,51,2,Zone I
1999,Spring,SP99,2,53,1,Zone I
1999,Spring,SP99,2,55,2,Zone I
1999,Spring,SP99,2,56,1,Zone I
1999,Spring,SP99,2,59,1,Zone I
1999,Spring,SP99,2,60,1,Zone I
1999,Spring,SP99,2,64,1,Zone I
1999,Spring,SP99,3,30,1,Zone I
1999,Spring,SP99,3,31,1,Zone I
1999,Spring,SP99,3,32,1,Zone I
1999,Spring,SP99,3,33,1,Zone I
1999,Spring,SP99,3,34,1,Zone I
1999,Spring,SP99,3,35,1,Zone I
1999,Spring,SP99,3,36,1,Zone I
1999,Spring,SP99,3,38,3,Zone I
1999,Spring,SP99,3,41,2,Zone I
1999,Spring,SP99,3,46,1,Zone I
1999,Spring,SP99,3,50,2,Zone I
1999,Spring,SP99,3,51,1,Zone I
1999,Spring,SP99,3,52,1,Zone I
1999,Spring,SP99,3,53,1,Zone I
1999,Spring,SP99,3,55,4,Zone I
1999,Spring,SP99,3,56,1,Zone I
1999,Spring,SP99,3,57,1,Zone I
1999,Spring,SP99,3,59,1,Zone I
1999,Spring,SP99,3,60,2,Zone I
1999,Spring,SP99,3,62,2,Zone I
1999,Spring,SP99,3,65,1,Zone I
1999,Spring,SP99,4,18,1,Zone I
1999,Spring,SP99,4,20,1,Zone I
1999,Spring,SP99,4,21,2,Zone I
1999,Spring,SP99,4,22,1,Zone I
1999,Spring,SP99,4,25,2,Zone I
1999,Spring,SP99,4,27,2,Zone I
1999,Spring,SP99,4,28,1,Zone I
1999,Spring,SP99,4,29,2,Zone I
1999,Spring,SP99,4,30,1,Zone I
1999,Spring,SP99,4,32,2,Zone I
1999,Spring,SP99,4,33,3,Zone I
1999,Spring,SP99,4,34,1,Zone I
1999,Spring,SP99,4,39,1,Zone I
1999,Spring,SP99,4,40,1,Zone I
1999,Spring,SP99,4,42,1,Zone I
1999,Spring,SP99,4,43,2,Zone I
1999,Spring,SP99,4,46,2,Zone I
1999,Spring,SP99,4,47,1,Zone I
1999,Spring,SP99,4,48,1,Zone I
1999,Spring,SP99,4,50,1,Zone I
1999,Spring,SP99,4,51,3,Zone I
1999,Spring,SP99,4,52,2,Zone I
1999,Spring,SP99,4,55,2,Zone I
1999,Spring,SP99,4,56,3,Zone I
1999,Spring,SP99,4,58,1,Zone I
1999,Spring,SP99,4,59,1,Zone I
1999,Spring,SP99,4,60,8,Zone I
1999,Spring,SP99,4,61,2,Zone I
1999,Spring,SP99,4,62,1,Zone I
1999,Spring,SP99,4,63,1,Zone I
1999,Spring,SP99,4,64,1,Zone I
1999,Spring,SP99,4,66,1,Zone I
1999,Spring,SP99,4,67,2,Zone I
1999,Spring,SP99,4,77,1,Zone I
1999,Spring,SP99,5,15,1,Zone I
1999,Spring,SP99,5,18,1,Zone I
1999,Spring,SP99,5,19,2,Zone I
1999,Spring,SP99,5,20,4,Zone I
1999,Spring,SP99,5,21,3,Zone I
1999,Spring,SP99,5,22,2,Zone I
1999,Spring,SP99,5,23,1,Zone I
1999,Spring,SP99,5,24,5,Zone I
1999,Spring,SP99,5,25,4,Zone I
1999,Spring,SP99,5,26,5,Zone I
1999,Spring,SP99,5,27,6,Zone I
1999,Spring,SP99,5,28,2,Zone I
1999,Spring,SP99,5,29,1,Zone I
1999,Spring,SP99,5,30,2,Zone I
1999,Spring,SP99,5,32,3,Zone I
1999,Spring,SP99,5,34,1,Zone I
1999,Spring,SP99,5,35,2,Zone I
1999,Spring,SP99,5,36,1,Zone I
1999,Spring,SP99,5,37,2,Zone I
1999,Spring,SP99,5,38,2,Zone I
1999,Spring,SP99,5,39,2,Zone I
1999,Spring,SP99,5,40,2,Zone I
1999,Spring,SP99,5,41,1,Zone I
1999,Spring,SP99,5,42,3,Zone I
1999,Spring,SP99,5,43,1,Zone I
1999,Spring,SP99,5,44,3,Zone I
1999,Spring,SP99,5,45,4,Zone I
1999,Spring,SP99,5,46,2,Zone I
1999,Spring,SP99,5,47,3,Zone I
1999,Spring,SP99,5,48,2,Zone I
1999,Spring,SP99,5,49,4,Zone I
1999,Spring,SP99,5,50,2,Zone I
1999,Spring,SP99,5,53,3,Zone I
1999,Spring,SP99,5,54,1,Zone I
1999,Spring,SP99,5,55,1,Zone I
1999,Spring,SP99,5,57,1,Zone I
1999,Fall,FA99,1,15,4,Zone I
1999,Fall,FA99,1,16,1,Zone I
1999,Fall,FA99,1,17,3,Zone I
1999,Fall,FA99,1,22,1,Zone I
1999,Fall,FA99,1,23,1,Zone I
1999,Fall,FA99,1,24,1,Zone I
1999,Fall,FA99,1,25,3,Zone I
1999,Fall,FA99,1,26,1,Zone I
1999,Fall,FA99,1,27,1,Zone I
1999,Fall,FA99,1,28,1,Zone I
1999,Fall,FA99,1,29,1,Zone I
1999,Fall,FA99,1,32,2,Zone I
1999,Fall,FA99,1,34,1,Zone I
1999,Fall,FA99,1,36,3,Zone I
1999,Fall,FA99,1,38,2,Zone I
1999,Fall,FA99,1,39,2,Zone I
1999,Fall,FA99,1,40,1,Zone I
1999,Fall,FA99,1,41,1,Zone I
1999,Fall,FA99,1,42,1,Zone I
1999,Fall,FA99,1,44,3,Zone I
1999,Fall,FA99,1,45,1,Zone I
1999,Fall,FA99,1,47,1,Zone I
1999,Fall,FA99,1,49,2,Zone I
1999,Fall,FA99,1,50,1,Zone I
1999,Fall,FA99,1,51,2,Zone I
1999,Fall,FA99,1,52,2,Zone I
1999,Fall,FA99,1,53,1,Zone I
1999,Fall,FA99,1,55,3,Zone I
1999,Fall,FA99,1,56,2,Zone I
1999,Fall,FA99,1,58,1,Zone I
1999,Fall,FA99,1,59,1,Zone I
1999,Fall,FA99,1,60,1,Zone I
1999,Fall,FA99,1,64,1,Zone I
1999,Fall,FA99,1,66,1,Zone I
1999,Fall,FA99,1,72,1,Zone I
1999,Fall,FA99,1,75,1,Zone I
1999,Fall,FA99,1,77,1,Zone I
1999,Fall,FA99,2,17,1,Zone I
1999,Fall,FA99,2,19,1,Zone I
1999,Fall,FA99,2,20,4,Zone I
1999,Fall,FA99,2,21,2,Zone I
1999,Fall,FA99,2,22,1,Zone I
1999,Fall,FA99,2,26,3,Zone I
1999,Fall,FA99,2,29,1,Zone I
1999,Fall,FA99,2,30,1,Zone I
1999,Fall,FA99,2,31,1,Zone I
1999,Fall,FA99,2,33,1,Zone I
1999,Fall,FA99,2,36,1,Zone I
1999,Fall,FA99,2,38,2,Zone I
1999,Fall,FA99,2,39,1,Zone I
1999,Fall,FA99,2,40,1,Zone I
1999,Fall,FA99,2,41,1,Zone I
1999,Fall,FA99,2,42,5,Zone I
1999,Fall,FA99,2,43,2,Zone I
1999,Fall,FA99,2,44,2,Zone I
1999,Fall,FA99,2,45,2,Zone I
1999,Fall,FA99,2,46,1,Zone I
1999,Fall,FA99,2,47,3,Zone I
1999,Fall,FA99,2,49,3,Zone I
1999,Fall,FA99,2,52,2,Zone I
1999,Fall,FA99,2,54,3,Zone I
1999,Fall,FA99,2,55,2,Zone I
1999,Fall,FA99,2,56,2,Zone I
1999,Fall,FA99,2,58,1,Zone I
1999,Fall,FA99,2,64,1,Zone I
1999,Fall,FA99,2,66,1,Zone I
1999,Fall,FA99,2,78,1,Zone I
